,Unnamed: 0,Monit_MAP_CODE1,Year,avg(PIN),avg(ACRES_POLY),avg(TOTAL_TAX),avg(TAX_CAPAC),avg(FIN_SQ_FT),avg(NUM_UNITS),avg(EMV_LAND),avg(EMV_TOTAL),avg(GARAGESQFT),avg(EMV_BLDG),avg(SALE_VALUE),avg(ACRES_DEED),avg(YEAR_BUILT),count(PIN),count(ACRES_POLY),count(TOTAL_TAX),count(TAX_CAPAC),count(FIN_SQ_FT),count(NUM_UNITS),count(EMV_LAND),count(EMV_TOTAL),count(GARAGESQFT),count(EMV_BLDG),count(SALE_VALUE),count(ACRES_DEED),count(YEAR_BUILT),stddev_samp(PIN),stddev_samp(ACRES_POLY),stddev_samp(TOTAL_TAX),stddev_samp(TAX_CAPAC),stddev_samp(FIN_SQ_FT),stddev_samp(NUM_UNITS),stddev_samp(EMV_LAND),stddev_samp(EMV_TOTAL),stddev_samp(GARAGESQFT),stddev_samp(EMV_BLDG),stddev_samp(SALE_VALUE),stddev_samp(ACRES_DEED),stddev_samp(YEAR_BUILT),LAKE_NAME_x,CITY,COUNTY,MAJOR_WATERSHED_x,avg(Secchi_Depth_RESULT),avg(Total_Phosphorus_RESULT),stddev_samp(Secchi_Depth_RESULT),stddev_samp(Total_Phosphorus_RESULT),DNR_ID_Site_Number,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME_y,MAJOR_WATERSHED_y,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
735,735,27071100-01,2007,,1.8394627507163404,8384.031805157592,5717.029942693411,0.0,,147358.9541547278,408665.0716332378,,260771.9914040115,196164.28954154727,0.0,1882.276361031519,13960,13960,13960,13960,13960,0,13960,13960,0,13960,13960,13960,13960,,6.287071207814879,63631.409051432725,38566.64197624285,0.0,,794755.3310848266,1939434.7907555115,,1245312.6421814286,1605236.346075193,0.0,391.4810517004257,Westwood Lake,St. Louis Park,Hennepin,Mississippi River - Twin Cities,1.3625,0.03528571428571429,0.3113908889391044,0.0057652489311473135,27071100-01,-3.35582473,0.1646298068,1.3625,0.3113908889,0,1,0,5,1,0,0,1,0,0,1,3,1,1,1,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,7,7,3.8571428571,2.7142857143,C,Westwood Lake-1,202,2.093960396,13.829790621,0,0,397050,207175.0,0.0,0.0,0,0,165,0,0,217900.0,160954.0,4912.0,2138.0,4,0
736,736,82010400-01,2004,,1.444046920821114,2323.8944281524928,0.0,0.0,,132285.33724340177,317531.5249266862,,185246.1876832845,41194.715542522004,2.3920821114369484,0.0,682,682,682,682,682,0,682,682,0,682,682,682,682,,7.417058525228479,1215.8720518215007,0.0,0.0,,96017.93008473411,150037.67570025902,,102329.93423557855,89105.986313111,6.5946606181611065,0.0,Jane Lake,Lake Elmo,Washington,Lower St. Croix River,5.006666666666666,0.010666666666666668,0.4366539438350085,0.003154739442867025,82010400-01,-4.600044994,0.3997642679,5.0066666667,0.4366539438,6,0,0,0,0,0,0,0,0,1,7,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,6,7,1.0,1.0,A,Jane Lake-1,389,2.1385353535,11.121549,0,0,318200,169700.0,0.0,0.0,4,0,389,0,0,167000.0,108200.0,2474.0,1217.0,0,0
737,737,27016900-01,2009,,1.2946562444483922,5265.225617338781,3518.1762302362763,1282.4737964114408,,84519.00870492094,288497.8681826257,542.170246618934,203978.85947770477,178560.664416415,0.0,1621.9678450879376,5629,5629,5629,5629,5629,0,5629,5629,5028,5629,5629,5629,5629,,4.272003279727558,15364.650758255,8778.650204550564,856.252427860883,,246997.00838480343,443825.9163755842,284.09377322472164,243134.8900343262,231900.95019055446,0.0,775.9996935402415,Cowley Lake,Hassan Township,Hennepin,North Fork Crow River,0.4000000000000001,1.0950000000000002,0.0,0.5113048666565444,27016900-01,0.0236739888,0.400285246,0.4,0.0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,Cowley Lake,North Fork Crow River,-93.59135693,45.1954836,4,4,4.0,3.75,F,Cowley Lake-1,108,4.1202777778,11.161399726,0,0,90000,166600.0,0.0,0.0,4,0,30,0,0,453210.0,220000.0,1519.0,2803.5,4,0
738,738,82016300-01,2011,,3.3237503045067,989.3253349573689,612.9891595615104,1158.5679658952495,0.5186721991701245,108045.96833130329,270822.0706455542,591.4486788617886,162714.68940316688,153619.60609013398,1.7668574908647998,1398.3183922046287,8210,8210,8210,8210,8210,8194,8210,8210,3936,8210,8210,8210,8210,,8.716838727788677,11308.031021594206,5199.067899397018,2187.134883134693,0.5001700130248979,260131.90319903192,863247.5434186144,221.4532810509161,710314.4623291092,365295.18910679704,6.547836818558367,908.745457194606,Clear Lake,Forest Lake Township,Washington,Mississippi River - Twin Cities,5.9625,,1.0013383900702957,,82016300-01,,,5.9625,1.0013383901,4,4,0,0,0,0,0,0,0,0,1,6,1,0,0,Clear Lake,Mississippi River - Twin Cities,-93.00000905,45.26003767,8,8,1.5,2.0,F,Clear Lake-1,974,0.9567761807,2.446808034,0,0,177600,186700.0,1136.0,1704.0,0,0,734,696,2,172800.0,145502.5,,,26,0
739,739,82005400-01,2012,,7.123601895734597,0.0,2147.796208530806,1021.7535545023696,0.6523809523809524,128458.29383886256,234620.85308056872,862.8809523809523,106162.55924170617,105954.80568720381,0.0,1281.0616113744074,422,422,422,422,422,420,422,422,252,422,422,422,422,,13.438262856884913,0.0,1545.678927055611,901.3094596034751,0.4767822212602214,85054.69284101407,154918.0258023915,553.5767596269638,105567.25663407524,147761.81224836738,0.0,942.8913791973166,Bone Lake,Scandia,Washington,Lower St. Croix River,1.2307692307692308,0.06092307692307693,0.2982857002512173,0.0829321625772751,82005400-01,-3.156073688,0.7122057811,1.2307692308,0.2982857003,1,6,3,0,0,0,0,1,0,0,0,3,6,1,0,Bone Lake,Lower St. Croix River,-92.86026082,45.28659868,10,10,2.2,2.8,C,Bone Lake-1,248,2.5741129032,5.984677603,0,0,248400,234425.0,1102.0,1649.0,14,0,196,178,0,166000.0,206100.0,,,4,0
740,740,82000900-01,2012,,1.952817869415808,0.0,3957.9759450171828,2114.4845360824743,0.8384879725085911,132908.93470790374,599642.2680412371,810.3388429752066,466733.33333333326,301995.9793814433,0.0,1667.0687285223366,582,582,582,582,582,582,582,582,484,582,582,582,582,,7.275275246455896,0.0,3468.2003342945372,1077.4886986087822,0.3775495531548786,355275.63368811953,3638409.218766043,234.0777083802797,3291564.356795761,202577.3363242122,0.0,741.7075072084192,Cloverdale Lake,Baytown Township,Washington,Lower St. Croix River,2.566666666666667,0.04655555555555555,0.5766281297335398,0.034695500829038016,82000900-01,-3.259259981,0.6163337129,2.5666666667,0.5766281297,2,5,2,0,0,0,0,0,1,0,2,7,0,0,0,Cloverdale Lake,Lower St. Croix River,-92.8523515,45.02040173,9,9,2.0,1.7777777778,B,Cloverdale Lake-1,90,3.8762222222,1.3359107299,0,0,526400,324400.0,2961.0,1375.0,0,0,76,78,2,209000.0,340000.0,,,4,0
741,741,82004600-01,2014,,11.332758620689654,0.0,3866.2413793103447,926.2758620689656,0.7241379310344828,296251.724137931,420168.9655172414,660.5882352941177,123917.24137931035,63195.51724137932,0.0,1347.1034482758619,58,58,58,58,58,58,58,58,34,58,58,58,58,,16.715270021917867,0.0,3486.8891645673243,750.1384151363527,0.5229170357287027,197920.0381169205,295958.6518102946,274.26023006770674,137203.77998211022,187856.20763757944,0.0,912.1557786635484,Square Lake,May Township,Washington,Lower St. Croix River,4.929166666666666,0.007833333333333333,0.457988851260364,0.003157482695074823,82004600-01,-4.956994179,0.5309386835,4.9291666667,0.4579888513,11,1,0,0,0,0,0,0,0,1,11,1,0,0,0,Square Lake,Lower St. Croix River,-92.80441146,45.156747,12,12,1.0833333333,1.0833333333,A,Square Lake-1,34,1.4429411765,1.4935406973,0,0,497000,686150.0,840.0,1331.75,0,0,22,22,2,166000.0,526247.5,,,0,0
742,742,19045100-01,2009,,0.8256548347613218,2754.4141982864144,2081.545348837209,2464.739351285189,1.1329912023460411,86435.11015911872,285779.4859241126,522.4552218974222,199344.3757649939,135627.00948592412,0.11277968176254595,1798.13635250918,16252,16340,16340,16340,16340,6820,16340,16340,7526,16340,16340,16340,16340,,5.409371906096221,13363.539913980216,8693.09455973565,12872.12497283062,5.794348944108701,193947.04374814872,562636.0483637683,187.73152612609263,439962.4656409296,256974.0071607287,2.86285956956344,572.0596725340389,Sunset Pond,Burnsville,Dakota,Lower Minnesota River,1.885714285714286,0.0612857142857143,0.3860194153290596,0.019874330453854568,19045100-01,-2.847313299,0.358356119,1.8857142857,0.3860194153,0,5,0,7,2,0,0,0,1,0,2,2,4,2,4,Sunset Pond,Lower Minnesota River,-93.32441925,44.75482629,14,14,3.4285714286,3.2857142857,B,Sunset Pond-1,809,0.637471555,2.5480106768,0,0,239200,57550.0,2009.0,788.0,0,4,696,610,0,209900.0,113991.25,2895.0,821.75,20,0
743,743,19002400-01,2009,,0.4270537391957912,5409.757985719654,4334.039083051483,5166.874483276964,1.762898330804249,77504.92296129273,364374.2577978204,,286869.33483652765,140757.03645246147,0.0,1841.795565576851,2636,2661,2661,2661,2661,2636,2661,2661,0,2661,2661,2661,2661,,1.3954718528955707,24162.922097462128,17557.686079624844,27784.22229435773,13.660325125204078,246933.70705264775,1541589.693483689,,1328083.767638098,311965.701933452,0.0,510.850971745882,Wood Lake,Burnsville,Dakota,Lower Minnesota River,1.864444444444444,0.03755555555555555,0.7534107629824368,0.009015418890865679,19002400-01,-3.31199989,0.2723752223,1.8644444444,0.753410763,0,0,0,8,0,0,0,1,0,0,0,4,4,0,0,Wood Lake,Lower Minnesota River,-93.2658604,44.74111827,8,8,4.0,2.5,C,Wood Lake-1,763,0.3012698413,1.1105068236,0,0,152500,52700.0,1460.0,364.0,0,0,658,729,2,149380.0,80120.25,1688.5,697.75,16,0
744,744,10001900-01,2005,,1.4671922685656151,2308.283485927433,1943.7076975245843,1567.2309257375382,,107448.45710410307,265294.5744320109,,157846.11732790776,207708.91183452014,0.8766225839267542,1366.3055272973888,2949,2949,2949,2949,2949,0,2949,2949,0,2949,2949,2949,2949,,10.067005953663363,2449.8572233621053,2059.672569685091,1301.2979335984685,,194264.51082140848,346158.14308611513,,243518.3550152281,282608.9581587971,6.896793479496463,928.293704275498,Bavaria Lake,Chaska,Carver,Lower Minnesota River,1.4766666666666666,0.055055555555555566,0.3383871781745597,0.025741868441309247,10001900-01,-2.98833552,0.4200389782,1.4766666667,0.3383871782,4,11,2,0,0,0,0,1,0,0,4,9,4,0,0,Bavaria Lake,Lower Minnesota River,-93.63778927,44.83812233,17,17,1.8823529412,2.0,C,Bavaria Lake-1,334,1.5466766467,5.2667177586,0,0,371450,431675.0,1689.0,2531.75,1,0,220,0,0,368647.0,455000.0,4089.0,4803.5,16,8
745,745,10021600-01,2013,,1.8889423076923069,4097.947115384615,0.0,1757.6298076923074,,109938.46153846152,291006.73076923075,,181068.26923076922,280915.76442307694,1.4419471153846155,1693.6730769230771,416,416,416,416,416,0,416,416,0,416,416,416,416,,7.662217228354657,6233.094876299855,0.0,1005.7487110885837,,167179.8229929099,223944.92567977536,,149586.72208610998,221793.39574933585,7.597663135153388,723.1002522413289,McKnight Lake,Chaska,Carver,Lower Minnesota River,0.6115384615384616,0.13353846153846155,0.3163291048324553,0.03727960877972341,10021600-01,-2.054195635,0.3086633052,0.6115384615,0.3163291048,0,1,2,8,2,0,1,0,0,0,0,0,4,7,2,McKnight Lake,Lower Minnesota River,-93.60879364,44.83723777,13,13,3.8461538462,3.8461538462,D,McKnight Lake-1,14,16.428571429,23.066325724,0,0,339400,509975.0,0.0,1136.0,0,0,6,0,0,90000.0,0.0,4778.0,6025.0,0,0
746,746,10009500-01,2008,,16.006578947368414,2565.3486842105262,2535.7713815789475,1245.25,,179543.5855263158,308181.74342105264,,128638.15789473685,110112.84210526316,16.006430921052626,1264.0756578947369,608,608,608,608,608,0,608,608,0,608,608,608,608,,32.937069002440346,4217.747393758905,2941.725594193906,1990.4575028973093,,251911.95506646665,321637.7997268051,,167045.644280366,193301.05641407,33.30470178093181,949.7273817801747,Swede Lake,Watertown Township,Carver,South Fork Crow River,0.4233333333333333,0.3027333333333333,0.2336562391532443,0.1897684554046501,10009500-01,-1.371964223,0.6128387533,0.4233333333,0.2336562392,0,0,0,12,1,1,0,0,0,0,1,3,4,5,1,Swede Lake,South Fork Crow River,-93.8182476,44.930824,13,14,4.0769230769,3.1428571429,F,Swede Lake-1,28,11.07,19.276450611,1,1,284600,333250.0,1742.0,2264.5,2,0,12,0,0,147500.0,228375.0,2639.0,2369.0,0,0
747,747,27066100-01,2006,,0.0,5163.674868189807,3872.7197715289976,0.0,,121422.11775043936,330583.58523725835,,208417.84710017574,164905.43110720566,0.0,1754.8968365553603,11380,11380,11380,11380,11380,0,11380,11380,0,11380,11380,11380,11380,,0.0,17753.805933897715,11294.852274350778,0.0,,298669.8069493737,730719.8919982185,,512202.00597807096,507316.4683764436,0.0,587.2825234580614,South Oak Lake,St. Louis Park,Hennepin,Mississippi River - Twin Cities,0.78875,0.07766666666666665,0.15449803512389038,0.0525808900647374,27066100-01,-2.765445464,0.7015942173,0.78875,0.1544980351,0,0,0,1,8,0,1,0,0,0,0,1,4,3,1,South Oak Lake,Mississippi River - Twin Cities,-93.37042248,44.93426779,9,9,4.8888888889,3.4444444444,D,South Oak Lake-1,209,,,0,0,192000,50250.0,0.0,0.0,0,0,136,0,0,137650.0,133625.0,2200.0,1277.0,4,0
748,748,82010300-01,2012,,0.9685855263157894,0.0,2126.152412280702,1344.595394736842,0.9154774972557628,77465.35087719298,216831.3596491228,599.4352651048089,139366.00877192983,144802.43311403508,0.0,1816.780701754386,1822,1824,1824,1824,1824,1822,1824,1824,1622,1824,1824,1824,1824,,4.604732078573727,0.0,5184.863013345499,662.3652722802037,0.27824618875763235,153397.66335027714,282075.1854175061,229.05963747853718,167169.13881551955,329239.81358752545,0.0,555.9036291618902,Olson Lake,Lake Elmo,Washington,Lower St. Croix River,2.869230769230769,0.022,1.2510892689869728,0.00959166304662544,82010300-01,-3.895829432,0.4051753003,2.8692307692,1.251089269,8,6,0,0,0,0,0,0,1,0,7,4,3,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,14,14,1.4285714286,1.7142857143,B,Olson Lake-1,456,0.755154185,0.6061446567,0,0,257050,146225.0,1620.5,870.25,0,0,398,372,0,226000.0,186000.0,,,20,0
749,749,62005800-01,2008,,0.0,5391.596977329975,0.0,1482.9735516372793,2.645669291338583,155680.47858942064,615144.5843828715,,256439.16876574306,88588.52896725439,0.647329974811083,1866.2619647355164,794,794,794,794,794,762,794,794,0,794,794,794,794,,0.0,16984.43962583317,0.0,827.6491300834247,15.714031607690375,235891.7113417093,3006459.833255838,,967125.7378839076,124198.21115337026,2.4525415027851167,419.0015507249109,Little Johanna Lake,Roseville,Ramsey,Mississippi River - Twin Cities,1.4857142857142858,0.043285714285714295,0.4829510930122824,0.014551915398264304,62005800-01,-3.191406914,0.3338540594,1.4857142857,0.482951093,0,7,7,0,0,0,0,1,0,0,0,11,3,0,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,14,14,2.5,2.2142857143,C,Little Johanna Lake-1,255,,,0,0,320900,102800.0,1741.0,1017.0,0,0,215,219,22,207500.0,127375.0,3666.0,1354.0,0,0
750,750,82002000-01,2014,,0.6830045952633433,0.0,2025.666313184871,1129.3941322021915,0.8152096659559346,85296.0410038883,222742.62990455987,583.0366528354081,137446.5889006716,162888.83881230114,0.0,1584.7401908801694,5658,5658,5658,5658,5658,5628,5658,5658,2892,5658,5658,5658,5658,,2.9959507680197595,0.0,2543.763549672257,861.8422985789202,0.38998891605557306,128414.25023181137,343791.35295645107,231.18809294274988,281609.73538133595,283991.5774726921,0.0,768.4766222281517,McKusick Lake,Stillwater,Washington,Lower St. Croix River,1.8666666666666665,0.05391666666666668,0.5413339304370494,0.019085731621165367,82002000-01,-2.991703097,0.4207949303,1.8666666667,0.5413339304,0,2,5,5,0,0,0,1,0,0,0,4,8,0,0,McKusick Lake,Lower St. Croix River,-92.8257844,45.060821,12,12,3.25,2.6666666667,C,McKusick Lake-1,1037,0.5616007715,2.8467845342,0,0,196400,108550.0,1262.0,561.0,0,0,854,864,2,178950.0,125750.0,,,0,0
751,751,82012500-01,2009,,11.354999999999995,459852.380952381,0.0,1732.3095238095239,,272667.85714285716,465123.8095238095,,192455.9523809524,159475.2380952381,8.863214285714289,1721.1904761904761,84,84,84,84,84,0,84,84,0,84,84,84,84,,8.148356993084372,193904.0058591845,0.0,879.5485695362505,,114958.90639358162,195580.8966569074,,98728.55735009722,219973.60725299394,7.605383977650589,672.2810921751079,Pat Lake,Grant Township,Washington,Lower St. Croix River,1.5674285714285714,0.04042857142857143,0.3138884393872325,0.02220253095825746,82012500-01,-3.309080771,0.4580623421,1.5674285714,0.3138884394,1,2,1,3,0,0,0,1,0,0,0,6,1,0,0,Pat Lake,Lower St. Croix River,-92.89177962,45.10283739,7,7,2.8571428571,2.1428571429,C,Pat Lake-1,33,10.781290323,8.1503450814,0,0,599700,188900.0,2198.0,1065.0,0,31,0,0,0,415000.0,405000.0,599700.0,187300.0,0,0
752,752,02000900-01,2009,,1.1422371866816317,3663.6995884773664,2795.9255518144405,1554.7369996258883,0.0,112958.43621399176,287202.58136924804,,174244.14515525624,105384.42424242424,0.6278638234193791,1675.0542461653574,2673,2673,2673,2673,2673,2673,2673,2673,0,2673,2673,2673,2673,,4.631513653296032,2083.7292046034545,1484.7288226190913,2658.712692766215,0.0,70652.24773055706,252667.66443249356,,228229.58190157337,191077.4233389848,4.4729945370138315,726.4807748955086,Reshanau Lake,Lino Lakes,Anoka,Mississippi River - Twin Cities,0.4488888888888889,0.07811111111111113,0.09198429817697754,0.024199403114769404,02000900-01,-2.587090047,0.2836765469,0.4488888889,0.0919842982,0,4,1,4,0,0,1,0,0,0,0,3,1,2,3,Reshanau Lake,Mississippi River - Twin Cities,-93.09866122,45.15292958,9,9,3.0,3.5555555556,D,Reshanau Lake-1,812,0.855,2.4762460899,0,0,275700,162900.0,1404.0,1043.0,0,0,634,0,0,290000.0,172525.0,3807.0,2050.0,10,0
753,753,27000400-01,2014,,0.8562267101679835,8702.795615714402,4442.256208374903,89.10486154178015,,138448.7745031952,320892.1616739019,444.15699658703073,182231.14568447164,196058.84369185969,0.0,1892.3250195486291,37087,37087,37087,37087,37087,0,37087,37087,2930,37087,37087,37087,37087,,2.6841579656215795,216138.845258542,99585.52127469164,318.1438420991115,,943739.2966180723,4998634.862319605,175.71826726570106,4192508.0083151013,1290162.3378863304,0.0,362.4132013124381,Penn Lake,Bloomington,Hennepin,Lower Minnesota River,0.6538461538461539,0.08153846153846155,0.5371458284540997,0.0393056725859754,27000400-01,-2.61769979,0.4983045115,0.6538461538,0.5371458285,0,1,0,12,0,0,0,0,0,0,2,11,0,0,0,Penn Lake,Lower Minnesota River,-93.30604716,44.84744866,13,13,3.8461538462,1.8461538462,F,Penn Lake-1,730,0.4668956044,2.1490922507,0,0,178600,38825.0,0.0,0.0,0,0,632,0,0,155000.0,123000.0,2625.5,660.25,20,0
754,754,19004700-01,2008,,1.733170594837261,6933.780583613917,6031.808641975309,4717.6806958473635,0.7882285054818234,171631.14478114474,514499.88776655437,,342868.7429854096,141612.22615039285,0.0,1608.2104377104376,1733,1782,1782,1782,1782,1733,1782,1782,0,1782,1782,1782,1782,,5.844911884611824,32207.968693346756,22607.339000479922,22910.728696544997,0.4306929948794598,423310.09059862857,1346877.6843907177,,1006898.4010759316,236153.9468829073,0.0,778.415940021706,Hornbean Lake,Sunfish Lake,Dakota,Mississippi River - Twin Cities,2.6714285714285717,0.03357142857142857,0.8577378887016043,0.009360504666899515,19004700-01,-3.429381356,0.2926057866,2.6714285714,0.8577378887,2,1,4,0,0,0,0,0,1,0,2,3,2,0,0,Hornbean Lake,Mississippi River - Twin Cities,-93.10364718,44.86312167,7,7,2.2857142857,2.0,B,Hornbean Lake-1,121,2.7278761062,5.8381581078,0,0,458900,416050.0,3320.0,2495.0,1,0,92,94,0,229315.0,201885.0,4117.0,3047.0,2,0
755,755,10000700-01,2011,,0.8968411420204977,5521.213762811128,2381.194363103953,2132.7320644216693,7.0,141373.06002928258,408528.2942898975,595.96875,267155.23426061496,305586.331625183,0.3746888726207908,1794.8748169838943,2732,2732,2732,2732,2732,2,2732,2732,192,2732,2732,2732,2732,,4.257547726924046,10807.165786247571,6209.91273695399,3415.0238138504346,0.0,268894.0012798416,547564.8125214947,315.64674579072124,365706.4963867961,324992.2046931196,4.430154305202305,586.2212561043266,Lucy Lake,Chanhassen,Carver,Lower Minnesota River,1.9461538461538461,0.04984615384615384,1.1464549595858418,0.02358970875136781,10000700-01,-3.109099014,0.50237189,1.9461538462,1.1464549596,4,9,0,0,0,0,0,1,0,0,1,8,2,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,13,11,1.6923076923,2.0909090909,C,Lucy Lake-1,262,0.9958015267,1.3576684173,0,0,487800,394450.0,2396.0,1558.0,0,0,233,0,0,412000.0,477731.0,6332.0,5208.0,6,2
756,756,82008900-01,2005,,0.4354939476766889,3708.6165560328004,0.0,0.0,,108833.03397110503,268619.91409605625,,159786.8801249512,0.0,0.5927645450995706,1076.691917219836,2561,2561,2561,2561,2561,0,2561,2561,0,2561,2561,2561,2561,,3.0866884054858885,22858.015154627115,0.0,0.0,,304181.85613813804,645184.0367182733,,452483.6348642779,0.0,5.003976958498106,995.463126734762,Markgraf Lake,Woodbury,Washington,Mississippi River - Twin Cities,0.4814285714285714,0.13228571428571428,0.09079623364411127,0.028277277018913895,82008900-01,-2.044784477,0.2198904491,0.4814285714,0.0907962336,0,0,0,14,0,0,1,0,0,0,0,0,0,14,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,14,14,4.0,4.0,D,Markgraf Lake-1,1234,0.5008384458,1.6850339031,0,0,211000,114250.0,0.0,0.0,0,0,1234,0,0,,,1796.0,964.0,0,0
757,757,82011700-01,2009,,6.5892635658914696,467825.5813953488,0.0,799.8062015503875,,386404.6511627907,551241.8604651163,,164789.1472868217,148349.29457364342,9.252906976744182,733.7596899224808,258,258,258,258,258,0,258,258,0,258,258,258,258,,12.268795627451036,1317108.7415571413,0.0,1147.6766724113506,,1010345.0966749777,1489566.703519215,,830666.5104329846,1213163.9188658264,17.89454066691931,955.2501151495816,Kramer Pond,Lake Elmo,Washington,Lower St. Croix River,0.35914285714285715,0.6609999999999999,0.28764470478435056,0.09193475947648964,82011700-01,-0.422233338,0.1384596932,0.3591428571,0.2876447048,0,0,0,7,0,1,0,0,0,0,0,1,4,2,0,Kramer Pond,Lower St. Croix River,-92.89510948,44.95392659,7,7,4.0,3.1428571429,F,Kramer Pond-1,53,5.1618867925,9.4699417301,0,0,421500,484400.0,1500.0,2379.0,6,53,0,0,0,52000.0,267925.0,382500.0,486550.0,0,0
758,758,82011000-01,2007,,0.0,0.0,0.0,0.0,,164228.71287128713,443921.28712871287,,279692.57425742573,158975.63861386135,3.066584158415842,1543.7277227722773,808,808,808,808,808,0,808,808,0,808,808,808,808,,0.0,0.0,0.0,0.0,,137114.57258328938,401839.4640120585,,284194.90230729716,195204.8470074959,7.711740624532888,827.106528532017,Downs Lake,Lake Elmo,Washington,Lower St. Croix River,0.32,0.17279999999999998,0.1643167672515498,0.08222043541602052,82011000-01,-1.854769828,0.5129692495,0.32,0.1643167673,0,0,0,5,0,1,0,0,0,0,0,3,1,1,0,Downs Lake,Lower St. Croix River,-92.86598768,44.98198473,5,5,4.0,2.6,F,Downs Lake-1,169,,,0,0,401800,149100.0,0.0,0.0,2,165,0,0,0,235000.0,128035.0,,,2,0
759,759,82014000-01,2012,,7.30384539147671,0.0,2225.4360753221013,1225.9246778989095,0.7738095238095238,111662.7353815659,243653.51833498516,747.4805013927577,129398.414271556,131515.9732408325,0.0,1535.6590683845388,2018,2018,2018,2018,2018,2016,2018,2018,1436,2018,2018,2018,2018,,13.534425226696413,0.0,2821.7862172306677,800.8778638325044,0.4184676897602392,155401.20653142707,204261.04602484297,276.3975958260569,118090.46059673598,132518.9918332838,0.0,832.5676448266652,Oneka Lake,Hugo,Washington,Mississippi River - Twin Cities,,0.029400000000000006,,0.01304862700312438,82014000-01,-3.601952393,0.3929717205,,,2,2,2,2,0,0,0,0,0,0,1,2,5,0,0,Oneka Lake,Mississippi River - Twin Cities,-92.96876765,45.17923514,8,8,2.5,2.5,F,Oneka Lake-1,106,6.0388679245,8.7171735612,0,0,246400,85000.0,1360.0,1175.5,8,0,84,80,0,247700.0,103206.0,,,2,0
760,760,27017901-01,2009,,11.731994949494949,5163.866161616162,4978.810606060606,1664.146464646465,,231902.02020202018,474882.8282828282,553.3072916666666,242980.80808080808,187546.047979798,0.0,1607.6439393939395,396,396,396,396,396,0,396,396,384,396,396,396,396,,13.905071957263772,4024.818804603512,3756.050138108981,1255.2184574655332,,177729.85814691093,341912.73512193555,365.4770684608182,239730.69359913547,290997.88167084963,0.0,765.6490070612047,Little Long Lake,Minnetrista,Hennepin,South Fork Crow River,4.273076923076924,0.014846153846153853,0.8457283312366984,0.016602440351979154,27017901-01,-4.516281458,0.7242314052,4.2730769231,0.8457283312,13,0,0,0,0,0,0,0,0,1,10,3,0,0,0,Little Long Lake,South Fork Crow River,-93.7082121,44.94773927,13,13,1.0,1.2307692308,A,Little Long Lake-1,21,15.168571429,8.3808527524,0,0,100000,412000.0,0.0,1544.5,0,0,4,0,0,168000.0,43908.0,4078.0,1682.0,0,0
761,761,82012600-01,2012,,7.188902439024389,0.0,3287.4085365853657,1576.3475609756094,0.7317073170731707,157581.70731707313,341155.48780487804,1007.429906542056,183573.78048780488,188540.59756097558,0.0,1448.0731707317073,328,328,328,328,328,328,328,328,214,328,328,328,328,,7.875997059326911,0.0,2604.4468460446374,1230.8923721175431,0.4437477446294549,151456.661378677,261773.2060526837,579.0495549455336,189015.8477127821,388935.8663105953,0.0,878.371927110659,Masterman Lake,Grant,Washington,Lower St. Croix River,1.52,0.055307692307692315,0.0,0.03418426688645089,82012600-01,-3.030429222,0.5209376706,1.52,0.0,1,8,4,1,0,0,0,0,0,0,2,10,2,0,0,Masterman Lake,Lower St. Croix River,-92.90354144,45.07866797,14,14,2.3571428571,2.0,F,Masterman Lake-1,66,6.9639393939,3.8803758259,0,0,256100,312100.0,1248.0,2828.25,0,0,52,40,0,275000.0,194477.25,,,4,0
